7/19/2007 12:00:00 AM .dat file Constant Record Subbasin  7in ARCGIS-SWAT2005  interface




 MONTH YEAR          FLOCNST          SEDCNST         ORGNCNST         ORGPCNST          NO3CNST          NH3CNST          NO2CNST         MINPCNST         CBODCNST        DISOXCNST         CHLACNST       SOLPSTCNST       SRBPSTCNST        BACTPCNST       BACTLPCNST        CMTL1CNST        CMTL2CNST        CMTL3CNST
    11 1991 1.6270000000E+02 1.0000000000E-03 0.0000000000E+00 5.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 5.4000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
    12 1991 1.6270000000E+02 1.0000000000E-03 0.0000000000E+00 5.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 5.4000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     1 1992 1.6270000000E+02 1.0000000000E-03 0.0000000000E+00 5.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 5.4000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     2 1992 1.6270000000E+02 1.0000000000E-03 0.0000000000E+00 5.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 5.4000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     3 1992 1.6270000000E+02 1.0000000000E-03 0.0000000000E+00 5.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 5.4000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     4 1992 1.6270000000E+02 1.0000000000E-03 0.0000000000E+00 5.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 5.4000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     5 1992 1.6270000000E+02 1.0000000000E-03 0.0000000000E+00 5.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 5.4000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     6 1992 1.6270000000E+02 1.0000000000E-03 0.0000000000E+00 5.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 5.4000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     7 1992 1.6270000000E+02 1.0000000000E-03 0.0000000000E+00 5.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 5.4000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     8 1992 1.6270000000E+02 1.0000000000E-03 0.0000000000E+00 5.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 5.4000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     9 1992 1.6270000000E+02 1.0000000000E-03 0.0000000000E+00 5.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 5.4000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
    10 1992 1.6270000000E+02 1.0000000000E-03 0.0000000000E+00 5.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 5.4000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
    11 1992 1.6270000000E+02 1.0000000000E-03 0.0000000000E+00 5.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 5.4000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
    12 1992 1.6270000000E+02 1.0000000000E-03 0.0000000000E+00 5.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 5.4000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     1 1993 1.6270000000E+02 1.0000000000E-03 0.0000000000E+00 5.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 5.4000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     2 1993 1.6270000000E+02 1.0000000000E-03 0.0000000000E+00 5.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 5.4000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     3 1993 2.2710000000E+02 5.0000000000E-03 0.0000000000E+00 5.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 5.4000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     4 1993 6.8100000000E+01 2.0000000000E-03 0.0000000000E+00 5.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 5.4000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     5 1993 1.7410000000E+02 3.0000000000E-03 0.0000000000E+00 5.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 5.4000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     6 1993 1.2490000000E+02 2.0000000000E-03 0.0000000000E+00 5.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 5.4000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     7 1993 1.6660000000E+02 1.0000000000E-03 0.0000000000E+00 5.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 5.4000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     8 1993 2.0820000000E+02 7.0000000000E-03 0.0000000000E+00 5.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 5.4000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     9 1993 1.7410000000E+02 2.0000000000E-03 0.0000000000E+00 5.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 5.4000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
    10 1993 1.4380000000E+02 1.0000000000E-03 0.0000000000E+00 5.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 5.4000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
    11 1993 1.5520000000E+02 2.0000000000E-03 0.0000000000E+00 5.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 5.4000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
    12 1993 1.5900000000E+02 1.0000000000E-03 0.0000000000E+00 5.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 5.4000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     1 1994 1.5520000000E+02 1.0000000000E-03 0.0000000000E+00 5.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 5.8000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     2 1994 1.8550000000E+02 2.0000000000E-03 0.0000000000E+00 5.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 5.8000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     3 1994 3.7100000000E+02 4.0000000000E-03 0.0000000000E+00 5.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 5.8000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     4 1994 3.0280000000E+02 6.0000000000E-03 0.0000000000E+00 5.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 5.8000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     5 1994 1.3250000000E+02 2.0000000000E-03 0.0000000000E+00 8.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 9.3000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     6 1994 1.5140000000E+02 1.0000000000E-03 0.0000000000E+00 3.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 3.0000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     7 1994 1.7030000000E+02 1.0000000000E-03 0.0000000000E+00 7.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 7.7000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     8 1994 1.7030000000E+02 1.0000000000E-03 0.0000000000E+00 6.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 7.0000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     9 1994 1.4380000000E+02 1.0000000000E-03 0.0000000000E+00 4.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 4.9000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
    10 1994 1.2110000000E+02 4.0000000000E-03 0.0000000000E+00 4.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 4.8000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
    11 1994 1.2490000000E+02 0.0000000000E+00 0.0000000000E+00 4.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 4.8000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
    12 1994 1.3630000000E+02 1.0000000000E-03 0.0000000000E+00 4.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 5.0000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     1 1995 1.7410000000E+02 1.0000000000E-03 0.0000000000E+00 3.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 4.0000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     2 1995 1.2870000000E+02 0.0000000000E+00 0.0000000000E+00 4.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 4.4000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     3 1995 2.2710000000E+02 2.0000000000E-03 0.0000000000E+00 5.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 5.9000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     4 1995 1.4380000000E+02 1.0000000000E-03 0.0000000000E+00 3.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 3.3000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     5 1995 1.2870000000E+02 1.0000000000E-03 0.0000000000E+00 5.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 5.7000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     6 1995 1.4380000000E+02 0.0000000000E+00 0.0000000000E+00 6.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 6.4000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     7 1995 1.5520000000E+02 1.0000000000E-03 0.0000000000E+00 4.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 4.9000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     8 1995 1.5900000000E+02 1.0000000000E-03 0.0000000000E+00 4.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 4.4000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     9 1995 1.4760000000E+02 1.0000000000E-03 0.0000000000E+00 4.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 5.0000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
    10 1995 1.6280000000E+02 2.0000000000E-03 0.0000000000E+00 5.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 6.1000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
    11 1995 2.0060000000E+02 2.0000000000E-03 0.0000000000E+00 4.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 4.7000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
    12 1995 1.5140000000E+02 2.0000000000E-03 0.0000000000E+00 4.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 4.5000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     1 1996 3.3690000000E+02 3.0000000000E-03 0.0000000000E+00 9.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 1.0700000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     2 1996 1.4760000000E+02 1.0000000000E-03 0.0000000000E+00 3.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 3.3000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     3 1996 1.7410000000E+02 1.0000000000E-03 0.0000000000E+00 3.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 3.3000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     4 1996 2.1200000000E+02 2.0000000000E-03 0.0000000000E+00 3.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 3.6000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     5 1996 2.4980000000E+02 2.0000000000E-03 0.0000000000E+00 4.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 4.8000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     6 1996 1.6660000000E+02 1.0000000000E-03 0.0000000000E+00 6.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 7.1000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     7 1996 2.2710000000E+02 1.0000000000E-03 0.0000000000E+00 8.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 9.5000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     8 1996 1.7030000000E+02 2.0000000000E-03 0.0000000000E+00 5.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 5.5000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     9 1996 1.5900000000E+02 1.0000000000E-03 0.0000000000E+00 4.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 4.7000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
    10 1996 1.5140000000E+02 1.0000000000E-03 0.0000000000E+00 4.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 4.5000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
    11 1996 1.7030000000E+02 2.0000000000E-03 0.0000000000E+00 2.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 1.8000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
    12 1996 2.4980000000E+02 1.0000000000E-03 0.0000000000E+00 5.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 6.3000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     1 1997 9.8400000000E+01 1.0000000000E-03 0.0000000000E+00 2.0000000000E-02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 2.6000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
